COMMON NAME,OBSERVATION COUNT,STATE_PROVINCE,LATITUDE,LONGITUDE,OBSERVATION DATE
Snowy Owl,1,New York,42.8144417,-73.9894974,1/21/10
Snowy Owl,1,New York,43.347995,-78.6294508,1/21/10
Snowy Owl,1,Wisconsin,46.5871696,-90.8990478,1/21/10
Snowy Owl,1,Colorado,38.5927238,-104.3927765,1/22/10
Snowy Owl,1,Colorado,38.9912372,-104.5190334,1/22/10
Snowy Owl,2,Massachusetts,42.3360561,-71.0123205,1/22/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/22/10
Snowy Owl,1,New York,43.347995,-78.6294508,1/22/10
Snowy Owl,1,Michigan,43.5875721,-83.6040058,1/22/10
Snowy Owl,1,Wisconsin,46.5871696,-90.8990478,1/22/10
Snowy Owl,1,Wisconsin,46.5871696,-90.8990478,1/22/10
Snowy Owl,1,Wisconsin,46.5871696,-90.8990478,1/22/10
Snowy Owl,1,Colorado,38.9514815,-104.5605072,1/23/10
Snowy Owl,1,Colorado,38.9514815,-104.5605072,1/23/10
Snowy Owl,X,Colorado,39.02889,-104.48352,1/23/10
Snowy Owl,3,Massachusetts,42.3659007,-71.0202599,1/23/10
Snowy Owl,1,Massachusetts,42.7411003,-70.7965012,1/23/10
Snowy Owl,1,Massachusetts,42.7411003,-70.7965012,1/23/10
Snowy Owl,1,Massachusetts,42.7411003,-70.7965012,1/23/10
Snowy Owl,1,Massachusetts,42.7411003,-70.7965012,1/23/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/23/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/23/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/23/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/23/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/23/10
Snowy Owl,2,Massachusetts,42.7711983,-70.8048019,1/23/10
Snowy Owl,1,Massachusetts,42.7985496,-70.8090735,1/23/10
Snowy Owl,1,Wisconsin,43.6690512,-88.9653111,1/23/10
Snowy Owl,1,Wisconsin,44.5092382,-87.7673721,1/23/10
Snowy Owl,1,Michigan,44.678663,-85.6585195,1/23/10
Snowy Owl,6,Michigan,46.224384,-84.5720673,1/23/10
Snowy Owl,1,Washington,47.6434174,-118.0553055,1/23/10
Snowy Owl,1,Colorado,38.9531348,-104.5619273,1/24/10
Snowy Owl,1,Colorado,38.9934386,-104.5214152,1/24/10
Snowy Owl,1,Massachusetts,42.7435848,-70.8368397,1/24/10
Snowy Owl,1,Massachusetts,42.7435848,-70.8368397,1/24/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/24/10
Snowy Owl,1,Colorado,38.9935721,-104.5163727,1/25/10
Snowy Owl,3,Michigan,46.2029434,-84.5708656,1/25/10
Snowy Owl,1,Colorado,38.98967,-104.51988,1/26/10
Snowy Owl,1,Colorado,38.9901114,-104.5183468,1/26/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,1/26/10
Snowy Owl,3,Massachusetts,42.7639008,-70.8022995,1/26/10
Snowy Owl,3,Massachusetts,42.7985496,-70.8090735,1/26/10
Snowy Owl,1,Massachusetts,42.8169207,-70.8193731,1/26/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/27/10
Snowy Owl,1,Wisconsin,43.1781428,-88.0128479,1/27/10
Snowy Owl,1,Wisconsin,46.5970071,-90.8831081,1/27/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,1/28/10
Snowy Owl,1,Massachusetts,42.7435848,-70.8368397,1/28/10
Snowy Owl,1,Massachusetts,42.7435848,-70.8368397,1/28/10
Snowy Owl,1,Massachusetts,42.756722,-70.8052111,1/28/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/28/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/28/10
Snowy Owl,1,Massachusetts,42.7985496,-70.8090735,1/28/10
Snowy Owl,1,North Dakota,47.9731,-97.2762,1/28/10
Snowy Owl,1,North Dakota,48.0491403,-97.2988701,1/28/10
Snowy Owl,X,Colorado,38.9948062,-104.5183253,1/29/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,1/29/10
Snowy Owl,2,Michigan,43.5969431,-83.6233807,1/29/10
Snowy Owl,1,North Dakota,48.0055438,-97.1534729,1/29/10
Snowy Owl,1,Colorado,38.9900281,-104.5203209,1/30/10
Snowy Owl,1,Colorado,38.9900281,-104.5203209,1/30/10
Snowy Owl,1,Pennsylvania,41.7958881,-80.3553772,1/30/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,1/30/10
Snowy Owl,X,Massachusetts,42.6652709,-70.7948685,1/30/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/30/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/30/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/30/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/30/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/30/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/30/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,1/30/10
Snowy Owl,2,Michigan,46.2597636,-84.5724106,1/30/10
Snowy Owl,1,North Dakota,47.9731,-97.2762,1/30/10
Snowy Owl,1,Colorado,38.9904367,-104.522295,1/31/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,1/31/10
Snowy Owl,1,Pennsylvania,41.8159774,-80.3126335,1/31/10
Snowy Owl,1,Massachusetts,42.0295225,-70.6261466,1/31/10
Snowy Owl,1,Massachusetts,42.71679,-70.8787,1/31/10
Snowy Owl,1,Massachusetts,42.7336483,-70.7862854,1/31/10
Snowy Owl,1,Massachusetts,42.7446853,-70.8290033,1/31/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/31/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,1/31/10
Snowy Owl,3,Massachusetts,42.7985496,-70.8090735,1/31/10
Snowy Owl,2,Michigan,46.2597636,-84.5724106,1/31/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/1/10
Snowy Owl,2,Massachusetts,42.7985496,-70.8090735,2/1/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/2/10
Snowy Owl,1,Pennsylvania,41.8151378,-80.3236735,2/2/10
Snowy Owl,1,Massachusetts,42.8105143,-70.8055115,2/2/10
Snowy Owl,1,Michigan,43.5654978,-83.6073732,2/2/10
Snowy Owl,1,Michigan,43.5656843,-83.5676122,2/2/10
Snowy Owl,1,Pennsylvania,41.811888,-80.3467806,2/3/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/3/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/3/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,2/3/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/3/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/3/10
Snowy Owl,2,Massachusetts,42.7985496,-70.8090735,2/3/10
Snowy Owl,1,Colorado,38.9943059,-104.5190763,2/4/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/4/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/4/10
Snowy Owl,1,Colorado,38.9910814,-104.5218229,2/5/10
Snowy Owl,1,Colorado,38.9911705,-104.5180893,2/5/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/5/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/5/10
Snowy Owl,1,Massachusetts,42.7985496,-70.8090735,2/5/10
Snowy Owl,1,Michigan,44.678663,-85.6585195,2/5/10
Snowy Owl,2,Michigan,46.224384,-84.5720673,2/5/10
Snowy Owl,1,Michigan,46.3199038,-84.2263842,2/5/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/6/10
Snowy Owl,1,Pennsylvania,41.8153697,-80.3284264,2/6/10
Snowy Owl,1,Pennsylvania,41.8159774,-80.3126335,2/6/10
Snowy Owl,1,Massachusetts,42.7541657,-70.8027005,2/6/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,2/6/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,2/6/10
Snowy Owl,1,Michigan,46.2216821,-84.5718098,2/6/10
Snowy Owl,1,Michigan,46.5610144,-87.4084711,2/6/10
Snowy Owl,1,Pennsylvania,41.812651,-80.3294992,2/7/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/7/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/7/10
Snowy Owl,1,Wisconsin,44.5222131,-87.7272034,2/7/10
Snowy Owl,1,Michigan,46.2426554,-84.5511889,2/7/10
Snowy Owl,1,Wisconsin,46.5970071,-90.8831081,2/7/10
Snowy Owl,1,Pennsylvania,41.814826,-80.3225899,2/8/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/8/10
Snowy Owl,1,Pennsylvania,41.8150599,-80.3236775,2/8/10
Snowy Owl,1,Michigan,43.5520317,-83.6207199,2/8/10
Snowy Owl,1,Minnesota,44.97997,-93.26383,2/8/10
Snowy Owl,2,Washington,47.815203,-119.7460842,2/8/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/9/10
Snowy Owl,1,Wisconsin,46.74056,-92.0909,2/9/10
Snowy Owl,X,Colorado,39.3666866,-104.6022034,2/10/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/10/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/10/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/11/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/12/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/12/10
Snowy Owl,1,Massachusetts,42.7985496,-70.8090735,2/12/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/13/10
Snowy Owl,1,Massachusetts,42.3445,-71.022,2/13/10
Snowy Owl,1,Massachusetts,42.3659007,-71.0202599,2/13/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/13/10
Snowy Owl,X,Massachusetts,42.7639008,-70.8022995,2/13/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,2/13/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,2/13/10
Snowy Owl,X,Massachusetts,42.7639008,-70.8022995,2/13/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/13/10
Snowy Owl,X,Massachusetts,42.7639008,-70.8022995,2/13/10
Snowy Owl,2,Massachusetts,42.7985496,-70.8090735,2/13/10
Snowy Owl,2,Michigan,46.2246809,-84.5549011,2/13/10
Snowy Owl,X,Michigan,46.2608317,-84.5718098,2/13/10
Snowy Owl,1,Wisconsin,46.59244,-90.88379,2/13/10
Snowy Owl,1,Colorado,38.9859668,-104.5256424,2/14/10
Snowy Owl,1,Colorado,38.9859668,-104.5256424,2/14/10
Snowy Owl,1,Colorado,38.9883686,-104.5192909,2/14/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/14/10
Snowy Owl,X,Massachusetts,42.7639008,-70.8022995,2/14/10
Snowy Owl,X,Massachusetts,42.7639008,-70.8022995,2/14/10
Snowy Owl,X,Massachusetts,42.7639008,-70.8022995,2/14/10
Snowy Owl,1,Massachusetts,42.7711983,-70.8048019,2/14/10
Snowy Owl,1,Massachusetts,42.7883464,-70.8082581,2/14/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/15/10
Snowy Owl,2,Massachusetts,42.3659007,-71.0202599,2/15/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/15/10
Snowy Owl,2,Massachusetts,42.7639008,-70.8022995,2/15/10
Snowy Owl,1,New York,43.347995,-78.6294508,2/15/10
Snowy Owl,1,New York,43.347995,-78.6294508,2/15/10
Snowy Owl,1,Wisconsin,46.5871696,-90.8990478,2/15/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/16/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/17/10
Snowy Owl,1,Wisconsin,44.951512,-90.9815168,2/17/10
Snowy Owl,1,Wisconsin,44.9515424,-90.981946,2/17/10
Snowy Owl,1,Michigan,46.1986067,-84.5715523,2/17/10
Snowy Owl,2,North Dakota,48.0104822,-97.1937275,2/17/10
Snowy Owl,1,Colorado,38.9895027,-104.5259428,2/18/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/18/10
Snowy Owl,1,Massachusetts,42.8268013,-70.8180008,2/18/10
Snowy Owl,1,Massachusetts,42.8268013,-70.8180008,2/18/10
Snowy Owl,1,Massachusetts,42.8268013,-70.8180008,2/18/10
Snowy Owl,1,Massachusetts,42.8268013,-70.8180008,2/18/10
Snowy Owl,1,Massachusetts,42.8268013,-70.8180008,2/18/10
Snowy Owl,1,Massachusetts,42.8268013,-70.8180008,2/18/10
Snowy Owl,1,Massachusetts,42.8268013,-70.8180008,2/18/10
Snowy Owl,1,Wisconsin,46.5871696,-90.8990478,2/18/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/19/10
Snowy Owl,1,Michigan,44.678663,-85.6585195,2/19/10
Snowy Owl,1,Wisconsin,44.9215428,-89.6522141,2/19/10
Snowy Owl,1,North Dakota,47.991329,-97.2118378,2/19/10
Snowy Owl,1,North Dakota,48.0104822,-97.1937275,2/19/10
Snowy Owl,1,New York,40.7264457,-72.8613281,2/20/10
Snowy Owl,1,Pennsylvania,41.801007,-80.3526306,2/20/10
Snowy Owl,1,Pennsylvania,41.8149201,-80.3217286,2/20/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/20/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/20/10
Snowy Owl,1,Massachusetts,42.7639008,-70.8022995,2/20/10
